"Nome","l0","l1","l2","Genero","ConfId","Posicao"
"Aaron Elkiss","GreaterAfrican","Muslim","\N","M","conf/sigmod/JagadishCEJLNY07",2
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/KwatraBJ01",1
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/HamidJBBIC05",3
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/BobickJ01",0
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/VoB14",1
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/TanawongsuwanB01",1
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/DavisRB00",2
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/ShiB03",1
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/iccv/HamidMBE07",2
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/cvpr/ShiBE06",1
"Aaron F. Bobick","GreaterEuropean","Jewish","\N","M","conf/chi/AbowdABEMMS00",2
"Aaron Falk","GreaterEuropean","Jewish","\N","M","conf/infocom/KapoorFFP05",1
"Aaron Falk","GreaterEuropean","Jewish","\N","M","conf/infocom/KapoorFFP06",1
"Aaron Fenster","GreaterEuropean","Jewish","\N","M","conf/cvpr/YuanQRUTF13",5
"Aaron Fernandes","GreaterEuropean","WestEuropean","Hispanic","M","conf/sigir/TellexKLFM03",3
"Aaron Flores","GreaterEuropean","WestEuropean","Hispanic","M","conf/www/BarajasAHKFA12",4
"Aaron Flores","GreaterEuropean","WestEuropean","Hispanic","M","conf/www/BarajasAHKFA13",4
"Aaron Flores","GreaterEuropean","WestEuropean","Hispanic","M","conf/cikm/BarajasAHKFA12",4
"Aaron G. Cass","GreaterEuropean","Jewish","\N","M","conf/kbse/CassO05",0
"Aaron G. Cass","GreaterEuropean","Jewish","\N","M","conf/kbse/WiseCLMOS00",1
"Aaron G. Cass","GreaterEuropean","Jewish","\N","M","conf/icse/CassLSMWO00",0
"Aaron Gage","GreaterEuropean","British","\N","M","conf/aaai/GageM04",0
"Aaron Gember","GreaterEuropean","Jewish","\N","M","conf/sigcomm/GemberGKA13",0
"Aaron Gember","GreaterEuropean","Jewish","\N","M","conf/pldi/BallBGIKSSV14",2
"Aaron Gember","GreaterEuropean","Jewish","\N","M","conf/nsdi/GemberDA12",0
"Aaron Gember","GreaterEuropean","Jewish","\N","M","conf/mobicom/ShenGAA11",1
"Aaron Gember-Jacobson","GreaterEuropean","WestEuropean","Italian","M","conf/sigcomm/Gember-Jacobson15",0
"Aaron Gember-Jacobson","GreaterEuropean","WestEuropean","Italian","M","conf/sigcomm/Gember-Jacobson16",0
"Aaron Gember-Jacobson","GreaterEuropean","WestEuropean","Italian","M","conf/sigcomm/KrishnamurthyCG14",2
"Aaron Gember-Jacobson","GreaterEuropean","WestEuropean","Italian","M","conf/sigmetrics/HeKDGPALT15",3
"Aaron Gember-Jacobson","GreaterEuropean","WestEuropean","Italian","M","conf/sigcomm/Gember-JacobsonVPGKDA14",0
"Aaron Genest","GreaterEuropean","WestEuropean","French","M","conf/chi/BatemanMGGMB10",3
"Aaron Gerow","GreaterEuropean","Jewish","\N","M","conf/ijcai/GerowK11",0
"Aaron Gilbee","GreaterEuropean","Jewish","\N","M","conf/uist/GaikwadMGMGGDBZ16",12
"Aaron Gitler","GreaterEuropean","Jewish","\N","M","conf/recomb/LindquistFOGSCJ05",3
"Aaron Greenhouse","GreaterEuropean","Jewish","\N","M","conf/icse/GreenhouseS02",0
"Aaron Halfaker","GreaterEuropean","Jewish","\N","M","conf/chi/HalfakerGT14",0
"Aaron Halfaker","GreaterEuropean","Jewish","\N","M","conf/www/HalfakerKKTNSUW15",0
"Aaron Halfaker","GreaterEuropean","Jewish","\N","M","conf/chi/JohnsonLLHHSH16",4
"Aaron Harnly","GreaterEuropean","Jewish","\N","M","conf/acl/AgarwalOHR12",2
"Aaron Harwood","GreaterEuropean","British","\N","M","conf/icde/TaninHS05",1
"Aaron Harwood","GreaterEuropean","British","\N","M","conf/www/FengH15",1
"Aaron Harwood","GreaterEuropean","British","\N","M","conf/icde/LiaoHR10",1
"Aaron Heller","GreaterEuropean","Jewish","\N","M","conf/aaai/FreedBHSB16",2
"Aaron Heller","GreaterEuropean","Jewish","\N","M","conf/ijcai/FreedBHSB16",2
"Aaron Henry Potechin","GreaterEuropean","Jewish","\N","M","conf/soda/HopkinsKPRS16",2
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/cvpr/BreglerHB00",1
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/uist/VollickVAH07",3
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/chi/ZhaoLDHW15",3
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/chi/ODonovanAH15",2
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/iccv/UrtasunFHF05",2
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/iccv/KalogerakisVHEH09",4
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/iccv/GoldmanCHS05",2
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/uist/XieHLW14",1
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/iccv/ZhangCHS03",2
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/cvpr/HertzmannS03",0
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/icml/WangFH07",2
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/www/RudolphHH16",2
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/cvpr/TaylorSRKSIHF14",6
"Aaron Hertzmann","GreaterEuropean","Jewish","\N","M","conf/cvpr/BrubakerFH07",2
"Aaron Hoff","GreaterEuropean","British","\N","M","conf/chi/TangMHRIZC12",2
"Aaron Hoff","GreaterEuropean","British","\N","M","conf/chi/InkpenDRHJ12",3
"Aaron Hoff","GreaterEuropean","British","\N","M","conf/chi/TangXHVTR13",2
"Aaron Hoff","GreaterEuropean","British","\N","M","conf/chi/LutherCSHJ09",3
"Aaron Houssian","GreaterEuropean","Jewish","\N","M","conf/chi/BuieHH13",2
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/ijcai/HunterD07",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/ijcai/HunterS15",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/ijcai/HunterB15",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/lics/Hunter03",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/aaai/HunterD06",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/ijcai/HunterD05",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/aaai/HunterD07",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/aaai/Hunter15",0
"Aaron Hunter","GreaterEuropean","British","\N","M","conf/aaai/HunterY15",0
"Aaron Isaksen","GreaterEuropean","WestEuropean","Nordic","M","conf/ijcai/Isaksen16",0
"Aaron Isaksen","GreaterEuropean","WestEuropean","Nordic","M","conf/aaai/IsaksenTLN16",0
"Aaron Isaksen","GreaterEuropean","WestEuropean","Nordic","M","conf/ijcai/KhalifaITN16",1
"Aaron J. Burstein","GreaterEuropean","Jewish","\N","M","conf/nsdi/Burstein08",0
"Aaron J. Elmore","GreaterEuropean","Jewish","\N","M","conf/sigmod/ElmoreDPAAY13",0
"Aaron J. Elmore","GreaterEuropean","Jewish","\N","M","conf/sigmod/ElmoreATPAA15",0
"Aaron J. Elmore","GreaterEuropean","Jewish","\N","M","conf/sigmod/ElmoreDAA11",0
"Aaron J. Elmore","GreaterEuropean","Jewish","\N","M","conf/dasfaa/AgrawalADE11",3
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/ShannonQN10",1
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/ShannonQN09",1
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/AptedKQ06",2
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/QuigleyDMIS13",0
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/DostalKQ13",2
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/JetterDRQBH13",3
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/AylettQ15",1
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/MannHRQ16",3
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/iwpc/Quigley02",0
"Aaron J. Quigley","GreaterEuropean","British","\N","M","conf/chi/GrubertHQS15",2
"Aaron Johnson","GreaterEuropean","British","\N","M","conf/osdi/WolinskyCFJ12",3
"Aaron Johnson","GreaterEuropean","British","\N","M","conf/kdd/JohnsonS13",0
"Aaron Joseph Turon","GreaterEuropean","Jewish","\N","M","conf/popl/TuronTABD13",0
"Aaron Joseph Turon","GreaterEuropean","Jewish","\N","M","conf/popl/TuronW11",0
"Aaron K. Massey","GreaterEuropean","British","\N","M","conf/icse/SaitoITMA16",3
"Aaron K. Massey","GreaterEuropean","British","\N","M","conf/icse/SaitoITMA14",3
"Aaron Kershenbaum","GreaterEuropean","Jewish","\N","M","conf/aaai/DolbyFKKSSM07",3
"Aaron Khoo","GreaterEuropean","Jewish","\N","M","conf/aaai/KhooHDTV02",0
"Aaron Kimball","GreaterEuropean","British","\N","M","conf/popl/LiuKM06",1
"Aaron Koehl","GreaterEuropean","Jewish","\N","M","conf/www/KoehlW12",0
"Aaron Krämer","GreaterEuropean","Jewish","\N","M","conf/chi/HellerKB14",1
"Aaron Krekelberg","GreaterEuropean","Jewish","\N","M","conf/chi/GoodK03",1
"Aaron Krowne","GreaterEuropean","Jewish","\N","M","conf/edbt/GardnerKX09",1
"Aaron Krowne","GreaterEuropean","Jewish","\N","M","conf/sigir/FoxGLCKZMPRC03",4
"Aaron Larson","GreaterEuropean","Jewish","\N","M","conf/icse/PenixVELW00",3
"Aaron Lee","GreaterEuropean","Jewish","\N","M","conf/wads/BoseLS07",1
"Aaron Leon Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/DworkFHPRR15",5
"Aaron M. Andrews","GreaterEuropean","British","\N","M","conf/wads/AndrewsW15",0
"Aaron M. Levisohn","GreaterEuropean","Jewish","\N","M","conf/chi/Levisohn11",0
"Aaron M. Qureshi","Asian","IndianSubContinent","\N","M","conf/recomb/PhilippakisQBB07",1
"Aaron M. Scherer","GreaterEuropean","WestEuropean","Germanic","M","conf/chi/SolomonSEWFZ16",1
"Aaron M. Smalter","GreaterEuropean","Jewish","\N","M","conf/edbt/WangSHL09",1
"Aaron Mah","Asian","GreaterEastAsian","EastAsian","M","conf/chi/NeustaedterBM13",2
"Aaron Marback","GreaterEuropean","Jewish","\N","M","conf/icse/MarbackDHKX09",0
"Aaron Marcus","GreaterEuropean","Jewish","\N","M","conf/chi/GouldMC06",1
"Aaron Marcus","GreaterEuropean","Jewish","\N","M","conf/chi/SnyderGWM03",3
"Aaron Marcus","GreaterEuropean","Jewish","\N","M","conf/chi/Boehm-DavisMGHW03",1
"Aaron Marcus","GreaterEuropean","Jewish","\N","M","conf/chi/MarcusACDGHK00",0
"Aaron Marcus","GreaterEuropean","Jewish","\N","M","conf/chi/KonstanMHS12",1
"Aaron Marcus","GreaterEuropean","Jewish","\N","M","conf/chi/GouldHKMMY03",4
"Aaron Massey","GreaterEuropean","British","\N","M","conf/icse/MorrisonHMW13",2
"Aaron May","GreaterEuropean","Jewish","\N","M","conf/chi/EstevesBAMWO14",3
"Aaron McGaffey","GreaterEuropean","British","\N","M","conf/chi/WatsonFM00",2
"Aaron Michaux","GreaterEuropean","WestEuropean","French","M","conf/cvpr/CaoBBNYMLDSW13",5
"Aaron Michelony","GreaterEuropean","British","\N","M","conf/cikm/ChenZMZ12",2
"Aaron Michelony","GreaterEuropean","British","\N","M","conf/acl/Michelony11",0
"Aaron Mininger","GreaterEuropean","Jewish","\N","M","conf/ijcai/KirkML16",1
"Aaron N. Kaplan","GreaterEuropean","Jewish","\N","M","conf/cikm/LagosCK10",2
"Aaron N. Parks","GreaterEuropean","Jewish","\N","M","conf/infocom/TanPPS16",2
"Aaron N. Parks","GreaterEuropean","Jewish","\N","M","conf/sigcomm/ParksLGS14",0
"Aaron N. Parks","GreaterEuropean","Jewish","\N","M","conf/sigcomm/KelloggPGSW14",1
"Aaron N. Parks","GreaterEuropean","Jewish","\N","M","conf/sigcomm/LiuPTGWS13",1
"Aaron Netz","GreaterEuropean","Jewish","\N","M","conf/cvpr/NetzO11",0
"Aaron Ogus","GreaterAfrican","Africans","\N","M","conf/sosp/CalderWONSMXSWSHUKEBMAAHHBDAMSMR11",2
"Aaron Ogus","GreaterAfrican","Africans","\N","M","conf/osdi/BalakrishnanBDEGHLOPR14",7
"Aaron P. Shon","Asian","IndianSubContinent","\N","M","conf/aaai/ShonVR07",0
"Aaron P. Shon","Asian","IndianSubContinent","\N","M","conf/iccv/GrimesSR03",1
"Aaron P. Stewart","GreaterEuropean","British","\N","M","conf/er/EmbleyLLST10",3
"Aaron Parker","GreaterEuropean","British","\N","M","conf/aaai/WheelerWKYHTKPC10",7
"Aaron Potechin","GreaterEuropean","Jewish","\N","M","conf/stoc/MekaPW15",1
"Aaron Potechin","GreaterEuropean","Jewish","\N","M","conf/stoc/ChanP12",1
"Aaron Potechin","GreaterEuropean","Jewish","\N","M","conf/focs/Potechin10",0
"Aaron Q. Li","Asian","GreaterEastAsian","EastAsian","M","conf/kdd/LiARS14",0
"Aaron Quigley","GreaterEuropean","British","\N","M","conf/uist/YeoFSHQ16",4
"Aaron Quigley","GreaterEuropean","British","\N","M","conf/uist/YeoLBQ16",3
"Aaron Quigley","GreaterEuropean","British","\N","M","conf/chi/PorcheronLQMCO16",2
"Aaron R. Bradley","GreaterEuropean","British","\N","M","conf/icalp/BradleyMS05",0
"Aaron R. Bradley","GreaterEuropean","British","\N","M","conf/concur/BradleyMS05",0
"Aaron R. Houssian","GreaterEuropean","Jewish","\N","M","conf/chi/FoongDHHJ07",2
"Aaron R. Phillips","GreaterEuropean","Jewish","\N","M","conf/sp/OehmenBMPSJNTP16",3
"Aaron R. Phillips","GreaterEuropean","Jewish","\N","M","conf/sp/OehmenPPC16",2
"Aaron Riesbeck","GreaterEuropean","British","\N","M","conf/kbse/LemonRMPDCPPLP09",1
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/icml/GaboardiAHRW14",3
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/popl/BartheGAHRS15",4
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/icalp/HsuKR12",2
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/latin/ChungLPR10",3
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/soda/RothBKM10",0
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/BlumLR08",2
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/aaai/AminCDKR15",4
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/ijcai/HeidariKR16",2
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/BlumHLR08",3
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/soda/Hsu0RW16",2
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/HardtR13",1
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/HsuHRRW14",2
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/HsuRU13",1
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/soda/DughmiIR14",2
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/soda/KannanMRW15",2
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/RothR10",0
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/stoc/HardtR12",1
"Aaron Roth","GreaterEuropean","Jewish","\N","M","conf/colt/CummingsLNRW16",3
